line_number,raw_line,timestamp_raw,parsed_datetime,host,process,pid,event_type,attack_stage,username,source_ip,source_port,command,is_privileged_account,is_suspicious_source,parse_status
3211,Jul 07 15:42:40 backup01 sshd[4261]: Connection closed by authenticating user backup 192.0.2.31 port 32269 [preauth],Jul 07 15:42:40,2026-07-07 15:42:40,backup01,sshd,4261,preauth_closed,preauth_interruption,backup,192.0.2.31,32269,,True,True,parsed
3212,Jul 07 15:42:50 backup01 sshd[6044]: Accepted password for ops from 192.0.2.12 port 42829 ssh2,Jul 07 15:42:50,2026-07-07 15:42:50,backup01,sshd,6044,accepted_password,possible_successful_access,ops,192.0.2.12,42829,,True,True,parsed
3213,Jul 07 15:42:50 backup01 sshd[2310]: pam_unix(sshd:session): session opened for user ops by (uid=0),Jul 07 15:42:50,2026-07-07 15:42:50,backup01,sshd,2310,session_opened,session_activity,ops,,,,True,False,parsed
3214,Jul 07 15:43:44 backup01 CRON[4167]: pam_unix(cron:session): session opened for user root by (uid=0),Jul 07 15:43:44,2026-07-07 15:43:44,backup01,CRON,4167,cron_session,scheduled_or_background_activity,root,,,,True,False,parsed
3215,Jul 07 15:43:48 backup01 sshd[1633]: Connection closed by authenticating user j.maguire 192.0.2.20 port 45681 [preauth],Jul 07 15:43:48,2026-07-07 15:43:48,backup01,sshd,1633,preauth_closed,preauth_interruption,j.maguire,192.0.2.20,45681,,False,True,parsed
3216,Jul 07 14:25:15 backup01 sshd[6281]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 14:25:15,2026-07-07 14:25:15,backup01,sshd,6281,session_closed,session_activity,j.singer,,,,False,False,parsed
3217,Jul 07 15:44:32 backup01 sshd[8382]: Accepted password for arun from 198.51.100.23 port 48401 ssh2,Jul 07 15:44:32,2026-07-07 15:44:32,backup01,sshd,8382,accepted_password,possible_successful_access,arun,198.51.100.23,48401,,False,True,parsed
3218,Jul 07 15:45:17 backup01 sshd[4476]: Accepted password for backup from 192.0.2.10 port 30339 ssh2,Jul 07 15:45:17,2026-07-07 15:45:17,backup01,sshd,4476,accepted_password,possible_successful_access,backup,192.0.2.10,30339,,True,True,parsed
3219,Jul 07 15:45:17 backup01 sshd[5093]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 07 15:45:17,2026-07-07 15:45:17,backup01,sshd,5093,session_opened,session_activity,backup,,,,True,False,parsed
3220,Jul 07 15:23:50 backup01 sshd[4229]: pam_unix(sshd:session): session closed for user arun,Jul 07 15:23:50,2026-07-07 15:23:50,backup01,sshd,4229,session_closed,session_activity,arun,,,,False,False,parsed
3221,Jul 07 15:45:56 backup01 CRON[1336]: pam_unix(cron:session): session opened for user root by (uid=0),Jul 07 15:45:56,2026-07-07 15:45:56,backup01,CRON,1336,cron_session,scheduled_or_background_activity,root,,,,True,False,parsed
3222,Jul 07 15:46:10 backup01 sshd[1355]: Failed password for arun from 192.0.2.30 port 43741 ssh2,Jul 07 15:46:10,2026-07-07 15:46:10,backup01,sshd,1355,failed_password,initial_access_attempt,arun,192.0.2.30,43741,,False,True,parsed
3223,Jul 07 15:46:31 backup01 sshd[2117]: Invalid user sysadmin from 192.0.2.21 port 48343,Jul 07 15:46:31,2026-07-07 15:46:31,backup01,sshd,2117,invalid_user,account_probing,sysadmin,192.0.2.21,48343,,True,True,parsed
3224,Jul 07 15:09:58 backup01 sshd[7830]: pam_unix(sshd:session): session closed for user arun,Jul 07 15:09:58,2026-07-07 15:09:58,backup01,sshd,7830,session_closed,session_activity,arun,,,,False,False,parsed
3225,Jul 07 14:46:07 backup01 sshd[2040]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 14:46:07,2026-07-07 14:46:07,backup01,sshd,2040,session_closed,session_activity,j.maguire,,,,False,False,parsed
3226,Jul 07 15:47:56 backup01 sshd[7637]: Failed password for j.maguire from 192.0.2.12 port 61742 ssh2,Jul 07 15:47:56,2026-07-07 15:47:56,backup01,sshd,7637,failed_password,initial_access_attempt,j.maguire,192.0.2.12,61742,,False,True,parsed
3227,Jul 07 14:25:08 backup01 sshd[4734]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 14:25:08,2026-07-07 14:25:08,backup01,sshd,4734,session_closed,session_activity,j.maguire,,,,False,False,parsed
3228,Jul 07 15:48:57 backup01 sshd[2609]: Accepted password for j.singer from 198.51.100.26 port 37397 ssh2,Jul 07 15:48:57,2026-07-07 15:48:57,backup01,sshd,2609,accepted_password,possible_successful_access,j.singer,198.51.100.26,37397,,False,True,parsed
3229,Jul 07 15:48:57 backup01 sshd[6720]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 07 15:48:57,2026-07-07 15:48:57,backup01,sshd,6720,session_opened,session_activity,j.singer,,,,False,False,parsed
3230,Jul 07 15:51:36 backup01 sshd[6082]: error: maximum authentication attempts exceeded for arun from 192.0.2.11 port 63303 ssh2 [preauth],Jul 07 15:51:36,2026-07-07 15:51:36,backup01,sshd,6082,max_auth_attempts,brute_force_or_password_spraying,arun,192.0.2.11,63303,,False,True,parsed
3231,Jul 07 14:28:04 backup01 sshd[5626]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 14:28:04,2026-07-07 14:28:04,backup01,sshd,5626,session_closed,session_activity,j.maguire,,,,False,False,parsed
3232,Jul 07 15:52:11 backup01 sshd[7648]: Failed password for arun from 192.0.2.21 port 31339 ssh2,Jul 07 15:52:11,2026-07-07 15:52:11,backup01,sshd,7648,failed_password,initial_access_attempt,arun,192.0.2.21,31339,,False,True,parsed
3233,Jul 07 15:24:29 backup01 sshd[9439]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 15:24:29,2026-07-07 15:24:29,backup01,sshd,9439,session_closed,session_activity,j.maguire,,,,False,False,parsed
3234,Jul 07 15:53:45 backup01 sshd[2145]: Connection closed by authenticating user j.maguire 192.0.2.40 port 46548 [preauth],Jul 07 15:53:45,2026-07-07 15:53:45,backup01,sshd,2145,preauth_closed,preauth_interruption,j.maguire,192.0.2.40,46548,,False,True,parsed
3235,Jul 07 15:54:20 backup01 sshd[6369]: Invalid user ftp from 192.0.2.10 port 48523,Jul 07 15:54:20,2026-07-07 15:54:20,backup01,sshd,6369,invalid_user,account_probing,ftp,192.0.2.10,48523,,False,True,parsed
3236,Jul 07 15:54:26 backup01 CRON[7996]: pam_unix(cron:session): session opened for user root by (uid=0),Jul 07 15:54:26,2026-07-07 15:54:26,backup01,CRON,7996,cron_session,scheduled_or_background_activity,root,,,,True,False,parsed
3237,Jul 07 15:55:12 backup01 sshd[6974]: Failed password for j.maguire from 192.0.2.30 port 53576 ssh2,Jul 07 15:55:12,2026-07-07 15:55:12,backup01,sshd,6974,failed_password,initial_access_attempt,j.maguire,192.0.2.30,53576,,False,True,parsed
3238,Jul 07 15:56:47 backup01 sshd[3932]: Connection closed by authenticating user ops 198.51.100.26 port 56650 [preauth],Jul 07 15:56:47,2026-07-07 15:56:47,backup01,sshd,3932,preauth_closed,preauth_interruption,ops,198.51.100.26,56650,,True,True,parsed
3239,Jul 07 15:57:11 backup01 sshd[5433]: Connection closed by authenticating user j.maguire 198.51.100.24 port 38723 [preauth],Jul 07 15:57:11,2026-07-07 15:57:11,backup01,sshd,5433,preauth_closed,preauth_interruption,j.maguire,198.51.100.24,38723,,False,True,parsed
3240,Jul 07 15:59:13 backup01 sshd[8208]: Failed password for j.maguire from 192.0.2.11 port 37308 ssh2,Jul 07 15:59:13,2026-07-07 15:59:13,backup01,sshd,8208,failed_password,initial_access_attempt,j.maguire,192.0.2.11,37308,,False,True,parsed
3241,Jul 07 15:41:33 backup01 sshd[6082]: pam_unix(sshd:session): session closed for user ops,Jul 07 15:41:33,2026-07-07 15:41:33,backup01,sshd,6082,session_closed,session_activity,ops,,,,True,False,parsed
3242,Jul 07 15:59:54 backup01 sshd[8305]: Invalid user manager from 192.0.2.31 port 41977,Jul 07 15:59:54,2026-07-07 15:59:54,backup01,sshd,8305,invalid_user,account_probing,manager,192.0.2.31,41977,,False,True,parsed
3243,Jul 07 15:35:10 backup01 sshd[7115]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 15:35:10,2026-07-07 15:35:10,backup01,sshd,7115,session_closed,session_activity,j.singer,,,,False,False,parsed
3244,Jul 07 16:01:54 backup01 sshd[5457]: Failed password for arun from 192.0.2.30 port 32664 ssh2,Jul 07 16:01:54,2026-07-07 16:01:54,backup01,sshd,5457,failed_password,initial_access_attempt,arun,192.0.2.30,32664,,False,True,parsed
3245,Jul 07 16:02:56 backup01 CRON[2052]: pam_unix(cron:session): session opened for user root by (uid=0),Jul 07 16:02:56,2026-07-07 16:02:56,backup01,CRON,2052,cron_session,scheduled_or_background_activity,root,,,,True,False,parsed
3246,Jul 07 16:02:57 backup01 sshd[4429]: Invalid user manager from 192.0.2.20 port 44886,Jul 07 16:02:57,2026-07-07 16:02:57,backup01,sshd,4429,invalid_user,account_probing,manager,192.0.2.20,44886,,False,True,parsed
3247,Jul 07 16:03:03 backup01 sshd[8549]: Accepted password for j.singer from 198.51.100.24 port 45978 ssh2,Jul 07 16:03:03,2026-07-07 16:03:03,backup01,sshd,8549,accepted_password,possible_successful_access,j.singer,198.51.100.24,45978,,False,True,parsed
3248,Jul 07 16:03:03 backup01 sshd[2853]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 07 16:03:03,2026-07-07 16:03:03,backup01,sshd,2853,session_opened,session_activity,j.singer,,,,False,False,parsed
3249,Jul 07 16:04:01 backup01 sshd[5865]: Failed password for arun from 192.0.2.40 port 55712 ssh2,Jul 07 16:04:01,2026-07-07 16:04:01,backup01,sshd,5865,failed_password,initial_access_attempt,arun,192.0.2.40,55712,,False,True,parsed
3250,Jul 07 16:04:07 backup01 sshd[8106]: Accepted password for backup from 192.0.2.31 port 53898 ssh2,Jul 07 16:04:07,2026-07-07 16:04:07,backup01,sshd,8106,accepted_password,possible_successful_access,backup,192.0.2.31,53898,,True,True,parsed
3251,Jul 07 16:04:21 backup01 sshd[2646]: Connection closed by authenticating user backup 198.51.100.23 port 57080 [preauth],Jul 07 16:04:21,2026-07-07 16:04:21,backup01,sshd,2646,preauth_closed,preauth_interruption,backup,198.51.100.23,57080,,True,True,parsed
3252,Jul 07 16:04:26 backup01 sshd[7407]: Accepted password for backup from 192.0.2.20 port 62354 ssh2,Jul 07 16:04:26,2026-07-07 16:04:26,backup01,sshd,7407,accepted_password,possible_successful_access,backup,192.0.2.20,62354,,True,True,parsed
3253,Jul 07 16:04:31 backup01 sshd[1342]: Connection closed by authenticating user ops 192.0.2.10 port 35726 [preauth],Jul 07 16:04:31,2026-07-07 16:04:31,backup01,sshd,1342,preauth_closed,preauth_interruption,ops,192.0.2.10,35726,,True,True,parsed
3254,Jul 07 16:04:26 backup01 sshd[4555]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 07 16:04:26,2026-07-07 16:04:26,backup01,sshd,4555,session_opened,session_activity,backup,,,,True,False,parsed
3255,Jul 07 16:04:58 backup01 sshd[2615]: Invalid user manager from 192.0.2.12 port 37711,Jul 07 16:04:58,2026-07-07 16:04:58,backup01,sshd,2615,invalid_user,account_probing,manager,192.0.2.12,37711,,False,True,parsed
3256,Jul 07 14:38:22 backup01 sshd[8870]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 14:38:22,2026-07-07 14:38:22,backup01,sshd,8870,session_closed,session_activity,j.maguire,,,,False,False,parsed
3257,Jul 07 16:05:54 backup01 sshd[6448]: Accepted password for backup from 192.0.2.11 port 54919 ssh2,Jul 07 16:05:54,2026-07-07 16:05:54,backup01,sshd,6448,accepted_password,possible_successful_access,backup,192.0.2.11,54919,,True,True,parsed
3258,Jul 07 16:05:56 backup01 sshd[4856]: Failed password for ops from 198.51.100.26 port 38165 ssh2,Jul 07 16:05:56,2026-07-07 16:05:56,backup01,sshd,4856,failed_password,initial_access_attempt,ops,198.51.100.26,38165,,True,True,parsed
3259,Jul 07 16:05:54 backup01 sshd[7904]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 07 16:05:54,2026-07-07 16:05:54,backup01,sshd,7904,session_opened,session_activity,backup,,,,True,False,parsed
3260,Jul 07 16:06:42 backup01 sshd[2393]: Connection closed by authenticating user ops 198.51.100.25 port 45246 [preauth],Jul 07 16:06:42,2026-07-07 16:06:42,backup01,sshd,2393,preauth_closed,preauth_interruption,ops,198.51.100.25,45246,,True,True,parsed
3261,Jul 07 16:07:04 backup01 sshd[4303]: Connection closed by authenticating user j.singer 192.0.2.20 port 44452 [preauth],Jul 07 16:07:04,2026-07-07 16:07:04,backup01,sshd,4303,preauth_closed,preauth_interruption,j.singer,192.0.2.20,44452,,False,True,parsed
3262,Jul 07 16:09:05 backup01 sshd[2020]: Connection closed by authenticating user backup 192.0.2.11 port 48836 [preauth],Jul 07 16:09:05,2026-07-07 16:09:05,backup01,sshd,2020,preauth_closed,preauth_interruption,backup,192.0.2.11,48836,,True,True,parsed
3263,Jul 07 15:21:46 backup01 sshd[5827]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 15:21:46,2026-07-07 15:21:46,backup01,sshd,5827,session_closed,session_activity,j.maguire,,,,False,False,parsed
3264,Jul 07 15:19:30 backup01 sshd[6791]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 15:19:30,2026-07-07 15:19:30,backup01,sshd,6791,session_closed,session_activity,j.singer,,,,False,False,parsed
3265,Jul 07 16:13:01 backup01 sshd[7103]: Accepted password for backup from 198.51.100.26 port 49731 ssh2,Jul 07 16:13:01,2026-07-07 16:13:01,backup01,sshd,7103,accepted_password,possible_successful_access,backup,198.51.100.26,49731,,True,True,parsed
3266,Jul 07 16:14:47 backup01 sshd[3734]: Accepted password for j.singer from 192.0.2.20 port 50038 ssh2,Jul 07 16:14:47,2026-07-07 16:14:47,backup01,sshd,3734,accepted_password,possible_successful_access,j.singer,192.0.2.20,50038,,False,True,parsed
3267,Jul 07 16:14:47 backup01 sshd[4408]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 07 16:14:47,2026-07-07 16:14:47,backup01,sshd,4408,session_opened,session_activity,j.singer,,,,False,False,parsed
3268,Jul 07 15:01:07 backup01 sshd[5743]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 15:01:07,2026-07-07 15:01:07,backup01,sshd,5743,session_closed,session_activity,j.maguire,,,,False,False,parsed
3269,Jul 07 16:15:32 backup01 sshd[3436]: Connection closed by authenticating user ops 198.51.100.26 port 35999 [preauth],Jul 07 16:15:32,2026-07-07 16:15:32,backup01,sshd,3436,preauth_closed,preauth_interruption,ops,198.51.100.26,35999,,True,True,parsed
3270,Jul 07 16:15:39 backup01 sshd[2682]: Accepted password for j.singer from 198.51.100.25 port 38510 ssh2,Jul 07 16:15:39,2026-07-07 16:15:39,backup01,sshd,2682,accepted_password,possible_successful_access,j.singer,198.51.100.25,38510,,False,True,parsed
3271,Jul 07 16:19:07 backup01 CRON[9587]: pam_unix(cron:session): session opened for user root by (uid=0),Jul 07 16:19:07,2026-07-07 16:19:07,backup01,CRON,9587,cron_session,scheduled_or_background_activity,root,,,,True,False,parsed
3272,Jul 07 16:19:15 backup01 sshd[5211]: Connection closed by authenticating user backup 198.51.100.24 port 41016 [preauth],Jul 07 16:19:15,2026-07-07 16:19:15,backup01,sshd,5211,preauth_closed,preauth_interruption,backup,198.51.100.24,41016,,True,True,parsed
3273,Jul 07 16:19:52 backup01 sshd[6076]: Invalid user test from 198.51.100.26 port 50437,Jul 07 16:19:52,2026-07-07 16:19:52,backup01,sshd,6076,invalid_user,account_probing,test,198.51.100.26,50437,,False,True,parsed
3274,Jul 07 16:21:09 backup01 sshd[9378]: Accepted password for ops from 192.0.2.40 port 44575 ssh2,Jul 07 16:21:09,2026-07-07 16:21:09,backup01,sshd,9378,accepted_password,possible_successful_access,ops,192.0.2.40,44575,,True,True,parsed
3275,Jul 07 16:21:09 backup01 sshd[5655]: pam_unix(sshd:session): session opened for user ops by (uid=0),Jul 07 16:21:09,2026-07-07 16:21:09,backup01,sshd,5655,session_opened,session_activity,ops,,,,True,False,parsed
3276,Jul 07 16:21:52 backup01 sshd[5093]: Accepted password for ops from 192.0.2.30 port 48294 ssh2,Jul 07 16:21:52,2026-07-07 16:21:52,backup01,sshd,5093,accepted_password,possible_successful_access,ops,192.0.2.30,48294,,True,True,parsed
3277,Jul 07 15:48:57 backup01 sshd[4067]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 15:48:57,2026-07-07 15:48:57,backup01,sshd,4067,session_closed,session_activity,j.singer,,,,False,False,parsed
3278,Jul 07 16:22:05 backup01 sshd[9580]: Connection closed by authenticating user arun 198.51.100.25 port 54829 [preauth],Jul 07 16:22:05,2026-07-07 16:22:05,backup01,sshd,9580,preauth_closed,preauth_interruption,arun,198.51.100.25,54829,,False,True,parsed
3279,Jul 07 16:22:31 backup01 CRON[6343]: pam_unix(cron:session): session opened for user root by (uid=0),Jul 07 16:22:31,2026-07-07 16:22:31,backup01,CRON,6343,cron_session,scheduled_or_background_activity,root,,,,True,False,parsed
3280,Jul 07 16:21:09 backup01 sudo:    ops : TTY=pts/4 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,Jul 07 16:21:09,2026-07-07 16:21:09,backup01,sudo,,sudo_command,post_login_privileged_activity,ops,,,/usr/bin/du -sh /var/log,True,False,parsed
3281,Jul 07 16:23:11 backup01 sshd[8255]: error: maximum authentication attempts exceeded for backup from 192.0.2.31 port 40866 ssh2 [preauth],Jul 07 16:23:11,2026-07-07 16:23:11,backup01,sshd,8255,max_auth_attempts,brute_force_or_password_spraying,backup,192.0.2.31,40866,,True,True,parsed
3282,Jul 07 15:32:29 backup01 sshd[3623]: pam_unix(sshd:session): session closed for user ops,Jul 07 15:32:29,2026-07-07 15:32:29,backup01,sshd,3623,session_closed,session_activity,ops,,,,True,False,parsed
3283,Jul 07 16:27:09 backup01 sshd[7103]: Accepted password for j.singer from 198.51.100.25 port 30486 ssh2,Jul 07 16:27:09,2026-07-07 16:27:09,backup01,sshd,7103,accepted_password,possible_successful_access,j.singer,198.51.100.25,30486,,False,True,parsed
3284,Jul 07 16:27:33 backup01 sshd[8605]: Invalid user admin from 198.51.100.26 port 37324,Jul 07 16:27:33,2026-07-07 16:27:33,backup01,sshd,8605,invalid_user,account_probing,admin,198.51.100.26,37324,,True,True,parsed
3285,Jul 07 16:28:31 backup01 sshd[6401]: Accepted password for arun from 198.51.100.26 port 55633 ssh2,Jul 07 16:28:31,2026-07-07 16:28:31,backup01,sshd,6401,accepted_password,possible_successful_access,arun,198.51.100.26,55633,,False,True,parsed
3286,Jul 07 16:28:33 backup01 sshd[9413]: Accepted password for j.singer from 192.0.2.20 port 48203 ssh2,Jul 07 16:28:33,2026-07-07 16:28:33,backup01,sshd,9413,accepted_password,possible_successful_access,j.singer,192.0.2.20,48203,,False,True,parsed
3287,Jul 07 16:29:08 backup01 sshd[3361]: Failed password for arun from 192.0.2.11 port 56646 ssh2,Jul 07 16:29:08,2026-07-07 16:29:08,backup01,sshd,3361,failed_password,initial_access_attempt,arun,192.0.2.11,56646,,False,True,parsed
3288,Jul 07 16:30:50 backup01 sshd[2908]: Failed password for j.maguire from 192.0.2.21 port 56123 ssh2,Jul 07 16:30:50,2026-07-07 16:30:50,backup01,sshd,2908,failed_password,initial_access_attempt,j.maguire,192.0.2.21,56123,,False,True,parsed
3289,Jul 07 16:32:39 backup01 sshd[8812]: Accepted password for j.maguire from 192.0.2.40 port 54812 ssh2,Jul 07 16:32:39,2026-07-07 16:32:39,backup01,sshd,8812,accepted_password,possible_successful_access,j.maguire,192.0.2.40,54812,,False,True,parsed
3290,Jul 07 15:42:50 backup01 sshd[7821]: pam_unix(sshd:session): session closed for user ops,Jul 07 15:42:50,2026-07-07 15:42:50,backup01,sshd,7821,session_closed,session_activity,ops,,,,True,False,parsed
