line_number,previous_line_number,previous_datetime,current_datetime,delta_seconds,current_raw_line,previous_raw_line
2887,2886,2026-07-07 12:10:06,2026-07-07 11:45:36,-1470,Jul 07 11:45:36 backup01 sshd[6695]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 12:10:06 backup01 sshd[7634]: pam_unix(sshd:session): session closed for user j.maguire
2896,2895,2026-07-07 12:16:57,2026-07-07 12:16:47,-10,Jul 07 12:16:47 backup01 sshd[3337]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 07 12:16:57 backup01 sshd[7788]: error: maximum authentication attempts exceeded for backup from 192.0.2.40 port 54050 ssh2 [preauth]
2898,2897,2026-07-07 12:17:09,2026-07-07 12:16:47,-22,Jul 07 12:16:47 backup01 sudo:    backup : TTY=pts/4 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,Jul 07 12:17:09 backup01 sshd[6107]: Invalid user user from 198.51.100.26 port 61929
2919,2918,2026-07-07 12:32:46,2026-07-07 12:14:28,-1098,Jul 07 12:14:28 backup01 sshd[4068]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 12:32:46 backup01 sshd[7900]: pam_unix(sshd:session): session opened for user ops by (uid=0)
2921,2920,2026-07-07 12:34:58,2026-07-07 12:11:42,-1396,Jul 07 12:11:42 backup01 sshd[9426]: pam_unix(sshd:session): session closed for user ops,Jul 07 12:34:58 backup01 sshd[8541]: Invalid user postgres from 198.51.100.26 port 59255
2929,2928,2026-07-07 12:39:40,2026-07-07 12:39:05,-35,Jul 07 12:39:05 backup01 sudo:    backup : TTY=pts/2 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,Jul 07 12:39:40 backup01 sshd[2466]: error: maximum authentication attempts exceeded for j.maguire from 198.51.100.25 port 61025 ssh2 [preauth]
2930,2929,2026-07-07 12:39:05,2026-07-07 12:10:06,-1739,Jul 07 12:10:06 backup01 sshd[7364]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 12:39:05 backup01 sudo:    backup : TTY=pts/2 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/journalctl -n 50
2933,2932,2026-07-07 12:41:25,2026-07-07 12:12:27,-1738,Jul 07 12:12:27 backup01 sshd[6575]: pam_unix(sshd:session): session closed for user arun,Jul 07 12:41:25 backup01 sshd[1730]: Accepted password for j.maguire from 198.51.100.26 port 50968 ssh2
2944,2943,2026-07-07 12:49:59,2026-07-07 12:49:50,-9,Jul 07 12:49:50 backup01 sshd[6035]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 07 12:49:59 backup01 sshd[8672]: Accepted password for j.maguire from 198.51.100.25 port 41258 ssh2
2954,2953,2026-07-07 12:55:12,2026-07-07 11:30:20,-5092,Jul 07 11:30:20 backup01 sshd[9703]: pam_unix(sshd:session): session closed for user ops,Jul 07 12:55:12 backup01 sshd[9784]: Invalid user manager from 198.51.100.24 port 31033
2963,2962,2026-07-07 12:57:55,2026-07-07 12:57:24,-31,Jul 07 12:57:24 backup01 sudo:    backup : TTY=pts/3 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,Jul 07 12:57:55 backup01 sshd[3287]: Failed password for j.singer from 192.0.2.40 port 35434 ssh2
2966,2965,2026-07-07 12:58:37,2026-07-07 12:38:14,-1223,Jul 07 12:38:14 backup01 sshd[6801]: pam_unix(sshd:session): session closed for user ops,Jul 07 12:58:37 backup01 sshd[5581]: error: maximum authentication attempts exceeded for j.maguire from 198.51.100.25 port 49169 ssh2 [preauth]
2970,2969,2026-07-07 13:00:18,2026-07-07 12:57:24,-174,Jul 07 12:57:24 backup01 sshd[1263]: pam_unix(sshd:session): session closed for user backup,Jul 07 13:00:18 backup01 sshd[5086]: Failed password for j.singer from 192.0.2.12 port 39132 ssh2
2974,2973,2026-07-07 13:01:48,2026-07-07 11:58:33,-3795,Jul 07 11:58:33 backup01 sshd[7676]: pam_unix(sshd:session): session closed for user ops,Jul 07 13:01:48 backup01 sshd[2655]: pam_unix(sshd:session): session opened for user arun by (uid=0)
2986,2985,2026-07-07 13:09:27,2026-07-07 12:32:46,-2201,Jul 07 12:32:46 backup01 sshd[5267]: pam_unix(sshd:session): session closed for user ops,Jul 07 13:09:27 backup01 sshd[1891]: Failed password for arun from 198.51.100.24 port 34094 ssh2
2995,2994,2026-07-07 13:14:17,2026-07-07 12:57:37,-1000,Jul 07 12:57:37 backup01 sshd[4603]: pam_unix(sshd:session): session closed for user backup,Jul 07 13:14:17 backup01 sshd[1531]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0)
2997,2996,2026-07-07 13:15:45,2026-07-07 12:39:05,-2200,Jul 07 12:39:05 backup01 sshd[9059]: pam_unix(sshd:session): session closed for user backup,Jul 07 13:15:45 backup01 sshd[9445]: Connection closed by authenticating user j.singer 192.0.2.10 port 46236 [preauth]
3004,3003,2026-07-07 13:20:45,2026-07-07 12:49:50,-1855,Jul 07 12:49:50 backup01 sshd[2575]: pam_unix(sshd:session): session closed for user backup,Jul 07 13:20:45 backup01 sshd[2025]: Accepted password for ops from 192.0.2.30 port 40387 ssh2
3020,3019,2026-07-07 13:32:50,2026-07-07 13:32:44,-6,Jul 07 13:32:44 backup01 sshd[2426]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 07 13:32:50 backup01 sshd[2734]: Accepted password for j.singer from 192.0.2.20 port 31014 ssh2
3025,3024,2026-07-07 13:34:15,2026-07-07 12:16:47,-4648,Jul 07 12:16:47 backup01 sshd[9639]: pam_unix(sshd:session): session closed for user backup,Jul 07 13:34:15 backup01 sshd[4154]: Failed password for ops from 192.0.2.20 port 52221 ssh2
3030,3029,2026-07-07 13:37:51,2026-07-07 12:52:02,-2749,Jul 07 12:52:02 backup01 sshd[2598]: pam_unix(sshd:session): session closed for user backup,Jul 07 13:37:51 backup01 sshd[7945]: Failed password for j.singer from 192.0.2.30 port 56775 ssh2
3036,3035,2026-07-07 13:40:21,2026-07-07 12:51:29,-2932,Jul 07 12:51:29 backup01 sshd[2565]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 13:40:21 backup01 sshd[7907]: Invalid user pi from 198.51.100.23 port 35810
3051,3050,2026-07-07 13:53:51,2026-07-07 13:40:08,-823,Jul 07 13:40:08 backup01 sshd[5326]: pam_unix(sshd:session): session closed for user ops,Jul 07 13:53:51 backup01 sshd[2879]: error: maximum authentication attempts exceeded for arun from 198.51.100.26 port 52034 ssh2 [preauth]
3058,3057,2026-07-07 14:02:21,2026-07-07 13:32:44,-1777,Jul 07 13:32:44 backup01 sshd[8768]: pam_unix(sshd:session): session closed for user backup,Jul 07 14:02:21 backup01 sshd[7932]: error: maximum authentication attempts exceeded for j.singer from 192.0.2.10 port 51899 ssh2 [preauth]
3060,3059,2026-07-07 14:04:49,2026-07-07 12:46:39,-4690,Jul 07 12:46:39 backup01 sshd[4145]: pam_unix(sshd:session): session closed for user ops,Jul 07 14:04:49 backup01 CRON[6240]: pam_unix(cron:session): session opened for user root by (uid=0)
3062,3061,2026-07-07 14:05:46,2026-07-07 13:27:11,-2315,Jul 07 13:27:11 backup01 sshd[8269]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 14:05:46 backup01 sshd[2154]: Failed password for arun from 198.51.100.25 port 54832 ssh2
3078,3077,2026-07-07 14:17:39,2026-07-07 13:01:48,-4551,Jul 07 13:01:48 backup01 sshd[1707]: pam_unix(sshd:session): session closed for user arun,Jul 07 14:17:39 backup01 sshd[4802]: Invalid user sysadmin from 198.51.100.25 port 53081
3086,3085,2026-07-07 14:25:15,2026-07-07 14:25:08,-7,Jul 07 14:25:08 backup01 sshd[1887]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0),Jul 07 14:25:15 backup01 sshd[4614]: Accepted password for j.singer from 198.51.100.25 port 60762 ssh2
3088,3087,2026-07-07 14:25:15,2026-07-07 13:14:17,-4258,Jul 07 13:14:17 backup01 sshd[4913]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 14:25:15 backup01 sshd[3307]: pam_unix(sshd:session): session opened for user j.singer by (uid=0)
3093,3092,2026-07-07 14:28:12,2026-07-07 14:28:04,-8,Jul 07 14:28:04 backup01 sshd[8194]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0),Jul 07 14:28:12 backup01 sshd[6243]: Invalid user temp from 198.51.100.24 port 39038
3094,3093,2026-07-07 14:28:04,2026-07-07 13:12:11,-4553,Jul 07 13:12:11 backup01 sshd[8720]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 14:28:04 backup01 sshd[8194]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0)
3102,3101,2026-07-07 14:34:11,2026-07-07 13:16:21,-4670,Jul 07 13:16:21 backup01 sshd[6130]: pam_unix(sshd:session): session closed for user backup,Jul 07 14:34:11 backup01 sshd[3126]: Failed password for arun from 198.51.100.26 port 45898 ssh2
3108,3107,2026-07-07 14:36:58,2026-07-07 14:29:20,-458,Jul 07 14:29:20 backup01 sshd[4296]: pam_unix(sshd:session): session closed for user ops,Jul 07 14:36:58 backup01 sshd[3322]: Invalid user admin from 192.0.2.30 port 38432
3111,3110,2026-07-07 14:37:48,2026-07-07 14:37:21,-27,Jul 07 14:37:21 backup01 sshd[7721]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 07 14:37:48 backup01 sshd[4277]: Invalid user service from 192.0.2.30 port 32645
3116,3115,2026-07-07 14:38:22,2026-07-07 14:37:21,-61,Jul 07 14:37:21 backup01 sudo:    backup : TTY=pts/4 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,Jul 07 14:38:22 backup01 sshd[8431]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0)
3123,3122,2026-07-07 14:42:18,2026-07-07 13:32:50,-4168,Jul 07 13:32:50 backup01 sshd[4763]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 14:42:18 backup01 sshd[8885]: Connection closed by authenticating user j.singer 198.51.100.25 port 43001 [preauth]
3146,3145,2026-07-07 15:03:40,2026-07-07 14:16:03,-2857,Jul 07 14:16:03 backup01 sshd[3411]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 15:03:40 backup01 sshd[1804]: Failed password for ops from 198.51.100.23 port 39212 ssh2
3147,3146,2026-07-07 14:16:03,2026-07-07 14:10:30,-333,Jul 07 14:10:30 backup01 sshd[5217]: pam_unix(sshd:session): session closed for user backup,Jul 07 14:16:03 backup01 sshd[3411]: pam_unix(sshd:session): session closed for user j.maguire
3156,3155,2026-07-07 15:11:43,2026-07-07 14:37:21,-2062,Jul 07 14:37:21 backup01 sshd[5485]: pam_unix(sshd:session): session closed for user backup,Jul 07 15:11:43 backup01 sshd[3070]: Accepted password for backup from 192.0.2.20 port 44034 ssh2
3159,3158,2026-07-07 15:14:40,2026-07-07 15:14:18,-22,Jul 07 15:14:18 backup01 sshd[1681]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0),Jul 07 15:14:40 backup01 CRON[6409]: pam_unix(cron:session): session opened for user root by (uid=0)
3166,3165,2026-07-07 15:19:38,2026-07-07 15:19:30,-8,Jul 07 15:19:30 backup01 sshd[2852]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 07 15:19:38 backup01 sshd[7478]: Accepted password for backup from 198.51.100.23 port 51563 ssh2
3175,3174,2026-07-07 15:24:05,2026-07-07 15:23:50,-15,Jul 07 15:23:50 backup01 sshd[5095]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 07 15:24:05 backup01 sshd[1245]: Accepted password for arun from 192.0.2.11 port 34377 ssh2
3177,3176,2026-07-07 15:24:05,2026-07-07 15:14:18,-587,Jul 07 15:14:18 backup01 sshd[1861]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 15:24:05 backup01 sshd[9186]: pam_unix(sshd:session): session opened for user arun by (uid=0)
3197,3196,2026-07-07 15:35:10,2026-07-07 14:40:06,-3304,Jul 07 14:40:06 backup01 sshd[2294]: pam_unix(sshd:session): session closed for user arun,Jul 07 15:35:10 backup01 sshd[9130]: pam_unix(sshd:session): session opened for user j.singer by (uid=0)
3216,3215,2026-07-07 15:43:48,2026-07-07 14:25:15,-4713,Jul 07 14:25:15 backup01 sshd[6281]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 15:43:48 backup01 sshd[1633]: Connection closed by authenticating user j.maguire 192.0.2.20 port 45681 [preauth]
3220,3219,2026-07-07 15:45:17,2026-07-07 15:23:50,-1287,Jul 07 15:23:50 backup01 sshd[4229]: pam_unix(sshd:session): session closed for user arun,Jul 07 15:45:17 backup01 sshd[5093]: pam_unix(sshd:session): session opened for user backup by (uid=0)
3224,3223,2026-07-07 15:46:31,2026-07-07 15:09:58,-2193,Jul 07 15:09:58 backup01 sshd[7830]: pam_unix(sshd:session): session closed for user arun,Jul 07 15:46:31 backup01 sshd[2117]: Invalid user sysadmin from 192.0.2.21 port 48343
3225,3224,2026-07-07 15:09:58,2026-07-07 14:46:07,-1431,Jul 07 14:46:07 backup01 sshd[2040]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 15:09:58 backup01 sshd[7830]: pam_unix(sshd:session): session closed for user arun
3227,3226,2026-07-07 15:47:56,2026-07-07 14:25:08,-4968,Jul 07 14:25:08 backup01 sshd[4734]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 15:47:56 backup01 sshd[7637]: Failed password for j.maguire from 192.0.2.12 port 61742 ssh2
3231,3230,2026-07-07 15:51:36,2026-07-07 14:28:04,-5012,Jul 07 14:28:04 backup01 sshd[5626]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 15:51:36 backup01 sshd[6082]: error: maximum authentication attempts exceeded for arun from 192.0.2.11 port 63303 ssh2 [preauth]
3233,3232,2026-07-07 15:52:11,2026-07-07 15:24:29,-1662,Jul 07 15:24:29 backup01 sshd[9439]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 15:52:11 backup01 sshd[7648]: Failed password for arun from 192.0.2.21 port 31339 ssh2
3241,3240,2026-07-07 15:59:13,2026-07-07 15:41:33,-1060,Jul 07 15:41:33 backup01 sshd[6082]: pam_unix(sshd:session): session closed for user ops,Jul 07 15:59:13 backup01 sshd[8208]: Failed password for j.maguire from 192.0.2.11 port 37308 ssh2
3243,3242,2026-07-07 15:59:54,2026-07-07 15:35:10,-1484,Jul 07 15:35:10 backup01 sshd[7115]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 15:59:54 backup01 sshd[8305]: Invalid user manager from 192.0.2.31 port 41977
3254,3253,2026-07-07 16:04:31,2026-07-07 16:04:26,-5,Jul 07 16:04:26 backup01 sshd[4555]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 07 16:04:31 backup01 sshd[1342]: Connection closed by authenticating user ops 192.0.2.10 port 35726 [preauth]
3256,3255,2026-07-07 16:04:58,2026-07-07 14:38:22,-5196,Jul 07 14:38:22 backup01 sshd[8870]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 16:04:58 backup01 sshd[2615]: Invalid user manager from 192.0.2.12 port 37711
3259,3258,2026-07-07 16:05:56,2026-07-07 16:05:54,-2,Jul 07 16:05:54 backup01 sshd[7904]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 07 16:05:56 backup01 sshd[4856]: Failed password for ops from 198.51.100.26 port 38165 ssh2
3263,3262,2026-07-07 16:09:05,2026-07-07 15:21:46,-2839,Jul 07 15:21:46 backup01 sshd[5827]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 16:09:05 backup01 sshd[2020]: Connection closed by authenticating user backup 192.0.2.11 port 48836 [preauth]
3264,3263,2026-07-07 15:21:46,2026-07-07 15:19:30,-136,Jul 07 15:19:30 backup01 sshd[6791]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 15:21:46 backup01 sshd[5827]: pam_unix(sshd:session): session closed for user j.maguire
3268,3267,2026-07-07 16:14:47,2026-07-07 15:01:07,-4420,Jul 07 15:01:07 backup01 sshd[5743]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 16:14:47 backup01 sshd[4408]: pam_unix(sshd:session): session opened for user j.singer by (uid=0)
3277,3276,2026-07-07 16:21:52,2026-07-07 15:48:57,-1975,Jul 07 15:48:57 backup01 sshd[4067]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 16:21:52 backup01 sshd[5093]: Accepted password for ops from 192.0.2.30 port 48294 ssh2
3280,3279,2026-07-07 16:22:31,2026-07-07 16:21:09,-82,Jul 07 16:21:09 backup01 sudo:    ops : TTY=pts/4 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,Jul 07 16:22:31 backup01 CRON[6343]: pam_unix(cron:session): session opened for user root by (uid=0)
3282,3281,2026-07-07 16:23:11,2026-07-07 15:32:29,-3042,Jul 07 15:32:29 backup01 sshd[3623]: pam_unix(sshd:session): session closed for user ops,Jul 07 16:23:11 backup01 sshd[8255]: error: maximum authentication attempts exceeded for backup from 192.0.2.31 port 40866 ssh2 [preauth]
3290,3289,2026-07-07 16:32:39,2026-07-07 15:42:50,-2989,Jul 07 15:42:50 backup01 sshd[7821]: pam_unix(sshd:session): session closed for user ops,Jul 07 16:32:39 backup01 sshd[8812]: Accepted password for j.maguire from 192.0.2.40 port 54812 ssh2
3292,3291,2026-07-07 16:33:12,2026-07-07 15:24:05,-4147,Jul 07 15:24:05 backup01 sshd[6119]: pam_unix(sshd:session): session closed for user arun,Jul 07 16:33:12 backup01 sshd[3481]: Connection closed by authenticating user backup 192.0.2.10 port 43016 [preauth]
3295,3294,2026-07-07 16:37:21,2026-07-07 15:38:25,-3536,Jul 07 15:38:25 backup01 sshd[1614]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 16:37:21 backup01 sshd[9311]: Invalid user administrator from 192.0.2.40 port 61475
3299,3298,2026-07-07 16:44:21,2026-07-07 16:03:03,-2478,Jul 07 16:03:03 backup01 sshd[2023]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 16:44:21 backup01 sshd[1713]: pam_unix(sshd:session): session opened for user arun by (uid=0)
3305,3304,2026-07-07 16:50:16,2026-07-07 16:49:48,-28,Jul 07 16:49:48 backup01 sshd[8865]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0),Jul 07 16:50:16 backup01 sshd[7925]: Failed password for ops from 192.0.2.40 port 40280 ssh2
3309,3308,2026-07-07 16:51:04,2026-07-07 16:05:54,-2710,Jul 07 16:05:54 backup01 sshd[3044]: pam_unix(sshd:session): session closed for user backup,Jul 07 16:51:04 backup01 sshd[9169]: Accepted password for ops from 192.0.2.12 port 43836 ssh2
3311,3310,2026-07-07 16:52:20,2026-07-07 16:04:26,-2874,Jul 07 16:04:26 backup01 sshd[4352]: pam_unix(sshd:session): session closed for user backup,Jul 07 16:52:20 backup01 sshd[8873]: Connection closed by authenticating user j.maguire 192.0.2.20 port 31515 [preauth]
3323,3322,2026-07-07 17:03:16,2026-07-07 17:03:15,-1,Jul 07 17:03:15 backup01 sshd[6509]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 07 17:03:16 backup01 sshd[6788]: Failed password for j.maguire from 192.0.2.10 port 44196 ssh2
3324,3323,2026-07-07 17:03:15,2026-07-07 16:14:47,-2908,Jul 07 16:14:47 backup01 sshd[3370]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 17:03:15 backup01 sshd[6509]: pam_unix(sshd:session): session opened for user backup by (uid=0)
3333,3332,2026-07-07 17:10:42,2026-07-07 17:09:16,-86,Jul 07 17:09:16 backup01 sudo:    j.maguire : TTY=pts/2 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,Jul 07 17:10:42 backup01 sshd[5537]: Accepted password for j.singer from 192.0.2.20 port 52412 ssh2
3335,3334,2026-07-07 17:11:04,2026-07-07 17:10:42,-22,Jul 07 17:10:42 backup01 sshd[8114]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 07 17:11:04 backup01 sshd[2234]: Connection closed by authenticating user arun 198.51.100.23 port 45220 [preauth]
3337,3336,2026-07-07 17:11:18,2026-07-07 17:10:42,-36,Jul 07 17:10:42 backup01 sudo:    j.singer : TTY=pts/2 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,Jul 07 17:11:18 backup01 sshd[8255]: error: maximum authentication attempts exceeded for j.singer from 198.51.100.26 port 64981 ssh2 [preauth]
3342,3341,2026-07-07 17:13:44,2026-07-07 15:45:17,-5307,Jul 07 15:45:17 backup01 sshd[5347]: pam_unix(sshd:session): session closed for user backup,Jul 07 17:13:44 backup01 CRON[2064]: pam_unix(cron:session): session opened for user root by (uid=0)
3347,3346,2026-07-07 17:16:25,2026-07-07 17:10:42,-343,Jul 07 17:10:42 backup01 sshd[7733]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 17:16:25 backup01 sshd[7292]: Accepted password for j.singer from 198.51.100.26 port 54188 ssh2
